,Column1,Value1,Value2,Value3,Value4,Value5
0, , 03/31/2011,03/31/2010,12/31/2010,12/31/2009,12/31/2008
1,Number of BHCs in Peer Group, 70,73,70,73,69EARNINGS AND PROFITABILITY--------------------------
2,PERCENT OF AVERAGE ASSETS:, , , , , 
3,Net Interest Income (TE), 3.02,3.01,3.04,2.85,2.91
4,+ Non-interest Income,1.85,1.78,1.89,1.92,1.58
5,- Overhead Expense, 3.19,3.05,3.19,3.28,3.29
6,- Provision for Losses, 0.58,1.46,1.10,1.96,1.20
7,+ Securities Gains (Losses),0.03,0.05,0.06,0.02, -0.12
8,+ Other Tax Equiv Adjustments,0.00,0.00,0.00,0.00,0.00
9,= Pretax Net Oper Income (TE),1.17,0.37,0.77, -0.39, -0.16
10,Net Operating Income, 0.76,0.22,0.51, -0.40, -0.26
11,Net Income, 0.76,0.21,0.51, -0.38, -0.27
12,Interest Expense, 0.94,1.18,1.07,1.52,2.41
13,Net Interest Income (TE), 3.36,3.34,3.39,3.16,3.25
14,"LOSSES, ALLOW, AND PAST DUE+NONACCR:", , , , , 
15,Net Ln&Ls Losses/Avg Loans & Leases,1.49,2.29,2.04,2.33,1.10
16,Earnings Coverage of Net Losses (X),3.22,2.50,2.54,1.67,2.24
17,Ln&Ls Allowance/Total Loans & Leases, 2.62,2.87,2.63,2.80,1.84
18,Nonaccr Lns&Ls+RE Acq/Lns&Ls+RE Acq,3.46,4.39,3.71,4.24,2.45
19,30-89 Days Past Due Loans and Leases, 1.15,1.48,1.20,1.51,1.58
20,LIQUIDITY AND FUNDING:, , , , , 
21,Net Noncore Funding Dependence,23.81, 27.38, 25.39, 30.25, 37.21
22,Net ST Noncore Funding Dependence,3.56,7.29,5.84,9.84, 22.32
23,Net Loans and Leases/Total Assets, 56.57, 59.35, 57.50, 59.71, 63.39
24,CAPITALIZATION:, , , , , 
25,Tier 1 Leverage Ratio,9.15,8.86,9.04,8.69,8.43
26,Equity Capital/Total Assets, 10.73, 10.40, 10.66, 10.01,9.42
27,Equity Capital+Minority Int/Total Assets,10.91, 10.54, 10.80, 10.22,9.70
28,Tier 1 Common Eq Cap / T RWA,10.83,9.25, 10.46,8.37, N/A
29,Net Loans&Ls/Equity Capital (X),5.29,5.82,5.41,6.29,7.08
30,Cash Dividends/Net Income, 23.62, 42.68, 35.73, 59.69, 74.27
31,Cash Dividends/Net Income (Sub S Adjusted),N/A, N/A, N/A, N/A, N/A
32,Retained Earnings/Avg Equity Cap, 5.15,0.25,3.13, -7.11, -8.15
33,PARENT COMPANY RATIOS:, , , , , 
34,Short-Term Debt/Equity Capital, 2.64,3.17,2.77,3.30,3.22
